9,0.01,0.01,10
2391719,14.71,14.71,0.6109,0.6109,0.01,0.01,10
2391732,14.36,14.36,0.6109,0.6109,0.01,0.01,10
,14.78,14.78,0.6109,0.6109,0.01,0.01,10
2391719,14.71,14.71,0.6109,0.6109,0.01,0.01,10
2391732,14.36,14.36,0.6109,0.6109,0.01,0.01,10
211,-0.30,-0.30,-0.2444,-0.2444,0.00,0.00,10
218,-0.08,-0.08,0.1222,0.1222,0.00,0.00,10
229,-0.55,-0.55,0.0000,0.0000,0.00,0.00,10
241,-0.64,-0.64,0.2444,0.2444,0.00,0.00,10
252,0.02,0.02,0.1222,0.1222,0.00,0.00,10
264,0.46,0.46,0.0000,0.0000,0.00,0.00,10
276,-0.14,-0.14,0.0000,0.0000,0.00,0.00,10
287,-0.81,-0.81,0.1222,0.1222,0.00,0.00,10
299,0.06,0.06,0.0000,0.0000,0.00,0.00,10
311,0.36,0.36,0.0000,0.0000,0.00,0.00,10
322,0.14,0.14,0.0000,0.0000,0.00,0.00,10
333,0.32,0.32,-0.1222,-0.1222,0.00,0.00,10
346,0.31,0.31,0.0000,0.0000,0.00,0.00,10
357,-0.41,-0.41,0.2444,0.2444,0.00,0.00,10
368,0.14,0.14,-0.1222,-0.1222,0.00,0.00,10
380,0.29,0.29,-0.1222,-0.1222,0.00,0.00,10
392,-0.70,-0.70,-0.1222,-0.1222,0.00,0.00,10
403,-0.82,-0.82,-0.1222,-0.1222,0.00,0.00,10
415,-0.71,-0.71,0.0000,0.0000,0.00,0.00,10
427,-0.48,-0.48,0.0000,0.0000,0.00,0.00,10
438,-0.59,-0.59,-0.1222,-0.1222,0.00,0.00,10
450,-0.39,-0.39,0.0000,0.0000,0.00,0.00,10
461,-0.56,-0.56,0.0000,0.0000,0.00,0.00,10
474,-0.14,-0.14,0.0000,0.0000,0.00,0.00,10
485,-0.04,-0.04,0.2444,0.2444,0.00,0.00,10
496,-0.45,-0.45,-0.1222,-0.1222,0.00,0.00,10
508,-0.69,-0.69,0.1222,0.1222,0.00,0.00,10
520,-0.26,-0.26,0.1222,0.1222,0.00,0.00,10
531,-0.15,-0.15,0.2444,0.2444,0.00,0.00,10
543,-0.36,-0.36,0.0000,0.0000,0.00,0.00,10
555,-0.09,-0.09,0.1222,0.1222,0.00,0.00,10
566,-0.51,-0.51,0.0000,0.0000,0.00,0.00,10
578,-0.43,-0.43,-0.1222,-0.1222,0.00,0.00,10
589,-0.68,-0.68,0.1222,0.1222,0.00,0.00,10
601,-0.35,-0.35,-0.2444,-0.2444,0.00,0.00,10
613,-0.17,-0.17,0.0000,0.0000,0.00,0.00,10
624,-0.09,-0.09,0.0000,0.0000,0.00,0.00,10
635,0.15,0.15,-0.1222,-0.1222,0.00,0.00,10
648,0.48,0.48,0.0000,0.0000,0.00,0.00,10
659,0.30,0.30,0.0000,0.0000,0.00,0.00,10
670,-0.09,-0.09,-0.1222,-0.1222,0.00,0.00,10
683,-0.17,-0.17,0.1222,0.1222,0.00,0.00,10
694,-0.34,-0.34,0.0000,0.0000,0.00,0.00,10
705,-0.05,-0.05,0.0000,0.0000,0.00,0.00,10
717,0.50,0.50,0.0000,0.0000,0.00,0.00,10
729,-0.10,-0.10,0.1222,0.1222,0.00,0.00,10
741,-0.08,-0.08,-0.1222,-0.1222,0.00,0.00,10
752,-0.10,-0.10,-0.1222,-0.1222,0.00,0.00,10
763,-0.79,-0.79,0.0000,0.0000,0.00,0.00,10
776,-0.49,-0.49,-0.1222,-0.1222,0.00,0.00,10
787,-0.46,-0.46,0.0000,0.0000,0.00,0.00,10
798,-0.39,-0.39,0.1222,0.1222,0.00,0.00,10
811,-0.53,-0.53,-0.1222,-0.1222,0.00,0.00,10
822,-0.40,-0.40,-0.1222,-0.1222,0.00,0.00,10
833,-0.84,-0.84,0.0000,0.0000,0.00,0.00,10
845,-0.08,-0.08,0.0000,0.0000,0.00,0.00,10
857,-0.16,-0.16,0.1222,0.1222,0.00,0.00,10
868,-0.30,-0.30,0.0000,0.0000,0.00,0.00,10
880,-0.11,-0.11,0.0000,0.0000,0.00,0.00,10
891,0.31,0.31,0.2444,0.2444,0.00,0.00,10
903,0.49,0.49,-0.2444,-0.2444,0.00,0.00,10
915,-0.59,-0.59,0.0000,0.0000,0.00,0.00,10
926,-0.85,-0.85,-0.1222,-0.1222,0.00,0.00,10
937,-0.21,-0.21,-0.1222,-0.1222,0.00,0.00,10
950,0.27,0.27,0.0000,0.0000,0.00,0.00,10
961,-0.11,-0.11,-0.1222,-0.1222,0.00,0.00,10
972,0.26,0.26,0.0000,0.0000,0.00,0.00,10
985,0.21,0.21,0.2444,0.2444,0.00,0.00,10
996,-0.37,-0.37,0.2444,0.2444,0.00,0.00,10
1008,-0.84,-0.84,0.0000,0.0000,0.00,0.00,10
1019,-0.20,-0.20,-0.2444,-0.2444,0.00,0.00,10
1031,-0.07,-0.07,0.0000,0.0000,0.00,0.00,10
1043,0.10,0.10,-0.1222,-0.1222,0.00,0.00,10
1054,-0.18,-0.18,-0.1222,-0.1222,0.00,0.00,10
1065,-0.94,-0.94,0.0000,0.0000,0.00,0.00,10
1078,-1.28,-1.28,-0.1222,-0.1222,0.00,0.00,10
1089,-0.16,-0.16,0.0000,0.0000,0.00,0.00,10
1100,0.31,0.31,-0.1222,-0.1222,0.00,0.00,10
1113,-0.41,-0.41,0.2444,0.2444,0.00,0.00,10
1124,-0.79,-0.79,0.4888,0.4888,0.00,0.00,10
1135,-0.21,-0.21,0.0000,0.0000,0.00,0.00,10
1147,-0.27,-0.27,0.0000,0.0000,0.00,0.00,10
1159,-0.28,-0.28,0.0000,0.0000,0.00,0.00,10
1170,-0.12,-0.12,0.0000,0.0000,0.00,0.00,10
1182,0.32,0.32,0.1222,0.1222,0.00,0.00,10
1193,0.11,0.11,0.1222,0.1222,0.00,0.00,10
1205,-0.10,-0.10,0.2444,0.2444,0.00,0.00,10
1217,-0.07,-0.07,-0.1222,-0.1222,0.00,0.00,10
1228,-0.04,-0.04,-0.1222,-0.1222,0.00,0.00,10
1240,0.20,0.20,-0.2444,-0.2444,0.00,0.00,10
1252,0.24,0.24,0.0000,0.0000,0.00,0.00,10
1263,0.30,0.30,0.2444,0.2444,0.00,0.00,10
1274,-0.40,-0.40,0.0000,0.0000,0.00,0.00,10
1287,-0.06,-0.06,0.1222,0.1222,0.00,0.00,10
1298,0.17,0.17,-0.1222,-0.1222,0.00,0.00,10
1310,0.08,0.08,0.1222,0.1222,0.00,0.00,10
1321,-0.51,-0.51,0.0000,0.0000,0.00,0.00,10
1333,-0.61,-0.61,0.0000,0.0000,0.00,0.00,10
1345,0.07,0.07,-0.1222,-0.1222,0.00,0.00,10
1356,-0.05,-0.05,0.2444,0.2444,0.00,0.00,10
1368,-0.20,-0.20,0.2444,0.2444,0.00,0.00,10
1380,-0.24,-0.24,0.0000,0.0000,0.00,0.00,10
1391,-0.06,-0.06,0.0000,0.0000,0.00,0.00,10
1402,-0.15,-0.15,0.2444,0.2444,0.00,0.00,10
1415,-0.23,-0.23,-0.1222,-0.1222,0.00,0.00,10
1426,0.27,0.27,-0.1222,-0.1222,0.00,0.00,10
1437,0.59,0.59,0.1222,0.1222,0.00,0.00,10
1449,-0.59,-0.59,0.1222,0.1222,0.00,0.00,10
1461,-0.89,-0.89,-0.1222,-0.1222,0.00,0.00,10
1472,-0.24,-0.24,-0.1222,-0.1222,0.00,0.00,10
1484,-0.42,-0.42,0.0000,0.0000,0.00,0.00,10
1496,-1.32,-1.32,-0.2444,-0.2444,0.00,0.00,10
1507,-1.50,-1.50,0.2444,0.2444,0.00,0.00,10
1519,0.22,0.22,0.0000,0.0000,0.00,0.00,10
1530,0.24,0.24,0.2444,0.2444,0.00,0.00,10
1542,-0.10,-0.10,0.0000,0.0000,0.00,0.00,10
1554,-0.28,-0.28,-0.1222,-0.1222,0.00,0.00,10
1565,-0.58,-0.58,0.2444,0.2444,0.00,0.00,10
1577,-0.51,-0.51,0.1222,0.1222,0.00,0.00,10
1589,0.05,0.05,0.0000,0.0000,0.00,0.00,10
1600,0.83,0.83,0.0000,0.0000,0.00,0.00,10
1612,0.61,0.61,0.2444,0.2444,0.00,0.00,10
1624,-0.17,-0.17,-0.2444,-0.2444,0.00,0.00,10
1635,-0.16,-0.16,0.0000,0.0000,0.00,0.00,10
1647,-0.69,-0.69,0.1222,0.1222,0.00,0.00,10
1658,-1.20,-1.20,-0.2444,-0.2444,0.00,0.00,10
